	InChI_keys	SMILES_strings	Molecular_formulas	AlkEthOH_ID
623	DHVREKJNONYPFG-SSDOTTSWSA-N	C[C@@H]1C(CCOCO1)(C)C	C8H16O2	AlkEthOH_r751
624	FJJXQLXEOTXQNZ-MRVPVSSYSA-N	C[C@@]1(CCOCC(O1)(C)C)O	C8H16O3	AlkEthOH_r609
625	ZKTMSOXPWGYJFE-SECBINFHSA-N	C[C@@H]1CCCCC(C1)(C)C	C10H20	AlkEthOH_r863
626	TXECCCFSWBMVLL-ZCFIWIBFSA-N	CC(C)O[C@@H](O)OC(C)(C)O	C7H16O4	AlkEthOH_c574
627	UTWCBAHFXFTRHG-SECBINFHSA-N	CC(C)C[C@](C)(C(C)(C)O)O	C9H20O2	AlkEthOH_c360
628	AZBRCPSDHOKBND-RXMQYKEDSA-N	CCO[C@@](C)(O)OCO	C5H12O4	AlkEthOH_c1220
629	WVHAHUANJLFNFZ-ZETCQYMHSA-N	CC1([C@H](CCCCO1)O)C	C8H16O2	AlkEthOH_r188
630	VAXWNVNFCGMECR-LURJTMIESA-N	C[C@@H](O)OC(C)(C)OC(C)(C)O	C8H18O4	AlkEthOH_c839
631	WWKWHWPMGYFAGC-RKDXNWHRSA-N	C[C@]1(CCCCOC[C@@H](C1)O)O	C9H18O3	AlkEthOH_r436
632	KJTLJMMHGXWVCU-UHFFFAOYSA-N	C(CO)COCO	C4H10O3	AlkEthOH_c23
633	IRTCJFCIQKNFPP-YFKPBYRVSA-N	C[C@H]1COCCO1	C5H10O2	AlkEthOH_r1094
634	PCWGTDULNUVNBN-UHFFFAOYSA-N	CC(C)CCCO	C6H14O	AlkEthOH_c464
635	QETZTQCELVJKJG-NKWVEPMBSA-N	C[C@H]1COCCC[C@@H](O1)O	C7H14O3	AlkEthOH_r1069
636	WOHDALBCPRACKP-UHFFFAOYSA-N	CC1(OCCOC(O1)(C)C)C	C8H16O3	AlkEthOH_r722
637	FFKCAHNQKJFMKZ-UHFFFAOYSA-N	CC(C)(C)CC(C)(C)OCO	C9H20O2	AlkEthOH_c158
638	MNULLQWOWSKQRG-SFYZADRCSA-N	C[C@@H]1OCCCCC[C@H](O1)O	C8H16O3	AlkEthOH_r1126
639	CXIANRDLTJJEIE-SECBINFHSA-N	CC(C)O[C@@](C)(O)OC(C)(C)C	C9H20O3	AlkEthOH_c533
640	ODGLTLJZCVNPBU-VIFPVBQESA-N	C[C@@H](CC(C)C)C(C)C	C9H20	AlkEthOH_c412
641	PFBMQUWCAOZQLD-SSDOTTSWSA-N	CC[C@](C)(O)OC(C)C	C7H16O2	AlkEthOH_c956
642	AWZJKYOKSVOYDU-JTQLQIEISA-N	CC(C)C[C@@](C)(CC(C)(C)O)O	C10H22O2	AlkEthOH_c391
643	FKRZQCNAFWAJAY-SSDOTTSWSA-N	C[C@@H]1CC(OCCO1)(C)C	C8H16O2	AlkEthOH_r824
644	CSCSROFYRUZJJH-GSVOUGTGSA-N	CO[C@H](CO)O	C3H8O3	AlkEthOH_c1287
645	VOUQRUZACSJWPE-SSDOTTSWSA-N	CC(C)[C@H](O)OC(C)(C)C	C8H18O2	AlkEthOH_c346
646	NUUPJBRGQCEZSI-SYDPRGILSA-N	C1C[C@@H](C[C@@H]1O)O	C5H10O2	AlkEthOH_r18
647	LNFDWQCEHXSMLT-UHFFFAOYSA-N	CC(C)(CCCCO)O	C7H16O2	AlkEthOH_c207
648	IQXKGRKRIRMQCQ-UHFFFAOYSA-N	CCCC(C)(CCC)O	C8H18O	AlkEthOH_c1056
649	KHOIXHZYTYAMOE-UHFFFAOYSA-N	CCCC(C)(C)OCO	C7H16O2	AlkEthOH_c1048
650	BEGTYOYMERGIDU-SECBINFHSA-N	C[C@@H]1CCCCOCCC1	C9H18O	AlkEthOH_r951
651	SMIDABQGNYFGGA-MRVPVSSYSA-N	CC(C)C[C@H](O)OC(C)C	C8H18O2	AlkEthOH_c447
652	RVTGXECBJJXFQA-RNFRBKRXSA-N	C[C@]1(CCOC[C@@]1(C)O)O	C7H14O3	AlkEthOH_r540
653	OIPMJJVCOSACDS-UHFFFAOYSA-N	CC(C)C(C)(C)CCO	C8H18O	AlkEthOH_c283
654	ZYCNCLPDEBUTDS-ZETCQYMHSA-N	C[C@](CC(C)(C)O)(O)OCO	C7H16O4	AlkEthOH_c200
655	RFZHJHSNHYIRNE-ZETCQYMHSA-N	CC[C@@](C)(C(C)C)O	C7H16O	AlkEthOH_c911
656	SJRBRAXJXVVUTD-YUMQZZPRSA-N	C[C@@]1(CCOCO[C@](C1)(C)O)O	C8H16O4	AlkEthOH_r574
657	RFVAQXCYSIALDS-WDSKDSINSA-N	C[C@@]1(CCO[C@]1(C)O)O	C6H12O3	AlkEthOH_r523
658	CXTCEDLCRVYIMI-UHFFFAOYSA-N	CC(C)(CO)OCO	C5H12O3	AlkEthOH_c235
659	ZHDABRBWLQIIEF-SSDOTTSWSA-N	CC1(CCOCC[C@H]1O)C	C8H16O2	AlkEthOH_r558
660	QKRRAXACNUNGCF-SECBINFHSA-N	CCC[C@](C)(CC(C)C)O	C9H20O	AlkEthOH_c1052
661	GUPCQWUYLZWIEM-ZETCQYMHSA-N	C[C@@H](O)OCCC(C)C	C7H16O2	AlkEthOH_c469
662	WOKMUARULMFXHX-SSDOTTSWSA-N	C[C@H](CC(C)(C)COC)O	C8H18O2	AlkEthOH_c622
663	RHOWRFZABIDWNW-UHFFFAOYSA-N	CC(C)CC(C)(C)COC	C9H20O	AlkEthOH_c380
664	XUNUNUFVVDRCNS-UHFFFAOYSA-N	CC(C)OC(C)(O)OC(C)C	C8H18O3	AlkEthOH_c536
665	HHZBHIQGEGSCJF-LURJTMIESA-N	CC1(CCC[C@@H]1O)C	C7H14O	AlkEthOH_r325
666	ZEGJYONVIHHLSA-UHFFFAOYSA-N	CCCC(C)(C)CC(C)(C)O	C10H22O	AlkEthOH_c1030
667	CKESJTPIFYVZDX-WDSKDSINSA-N	CCO[C@@H](C[C@H](C)O)O	C6H14O3	AlkEthOH_c1251
668	VXYVCLPDPMKLMM-UHFFFAOYSA-N	CC1(COCCOC1)C	C7H14O2	AlkEthOH_r661
669	TVDXCFOKTBQBQR-RKDXNWHRSA-N	C[C@]1(CCCCC[C@H](C1)O)O	C9H18O2	AlkEthOH_r348
670	FAMOAJMEFGYSNY-UHFFFAOYSA-N	CC(C)C(C)(C)CO	C7H16O	AlkEthOH_c284
671	JPVVYHJATYOJQH-MRVPVSSYSA-N	C[C@]1(CCOCC1(C)C)O	C8H16O2	AlkEthOH_r612
672	DAZPSCMGVOIRTI-SSDOTTSWSA-N	CC1(COCCC[C@@H](O1)O)C	C8H16O3	AlkEthOH_r616
673	RPLSBADGISFNSI-UHFFFAOYSA-N	CC1(OCCCO1)C	C6H12O2	AlkEthOH_r711
674	MOXXPQWMYMUHHV-UHFFFAOYSA-N	CCOC(O)OCC	C5H12O3	AlkEthOH_c1264
675	FTXBSEPKTGJVOX-VKHMYHEASA-N	C([C@@H](O)OCO)O	C3H8O4	AlkEthOH_c10
676	XAZKFISIRYLAEE-KNVOCYPGSA-N	C[C@@H]1CC[C@@H](C1)C	C7H14	AlkEthOH_r839
677	IPVVTHHXKYXRLP-RITPCOANSA-N	C[C@H]([C@@H](O)OC(C)(C)C)O	C7H16O3	AlkEthOH_c120
678	PNTPTYMAUYNHDE-ZETCQYMHSA-N	C[C@@H](C(C)(C)O)OC(C)C	C8H18O2	AlkEthOH_c542
679	RIUOOLJJUPJFSW-SSDOTTSWSA-N	CCC[C@@H](C)COC	C7H16O	AlkEthOH_c1087
680	BHDLTOUYJMTTTM-YFKPBYRVSA-N	C1C[C@@H](COC1)O	C5H10O2	AlkEthOH_r21
681	JSLBESFPPUSTIM-LURJTMIESA-N	C[C@@]1(CCOCOC1)O	C6H12O3	AlkEthOH_r586
682	DNCOXRVXWDLVPB-UHNVWZDZSA-N	C[C@@H]1C[C@@](O1)(C)O	C5H10O2	AlkEthOH_r809
683	COJTZEVFKSTIGN-SSDOTTSWSA-N	CC(C)[C@H](O)OC(C)C	C7H16O2	AlkEthOH_c349
684	XGLHRCWEOMNVKS-LURJTMIESA-N	CC[C@H](C)COC	C6H14O	AlkEthOH_c977
685	ZFACQEJYDWSKSG-SSDOTTSWSA-N	CC(C)(C)C[C@@H](CCO)O	C8H18O2	AlkEthOH_c163
686	XOBZWTMXHMWGHD-MRVPVSSYSA-N	C[C@@H]1CCCOCCCO1	C8H16O2	AlkEthOH_r984
687	AUKVIBNBLXQNIZ-SECBINFHSA-N	CCC[C@@H](C)CC(C)C	C9H20	AlkEthOH_c1081
688	XLINGRXICNDRFV-RKDXNWHRSA-N	C[C@@H]1CCCOC[C@](C1)(C)O	C9H18O2	AlkEthOH_r971
689	AQWKBIZNHCTSEJ-ZETCQYMHSA-N	C[C@H]1OCCCC(O1)(C)C	C8H16O2	AlkEthOH_r1118
690	AHHQDHCTHYTBSV-UHFFFAOYSA-N	CC(CCO)(CCO)O	C6H14O3	AlkEthOH_c723
691	VEBRUBCQQDZKMV-RXMQYKEDSA-N	C[C@@H]1OCCOCO1	C5H10O3	AlkEthOH_r1150
692	UHMKFEPQDUSPCX-RKDXNWHRSA-N	C[C@@H]1CCCCCO[C@@H]1C	C9H18O	AlkEthOH_r919
693	DUKVLVFFGBXEHZ-QMMMGPOBSA-N	C[C@H]1COCCCOC1(C)C	C9H18O2	AlkEthOH_r1089
694	PDBPSKZTDZAQIS-UHNVWZDZSA-N	C[C@@]1(OCCO[C@H](O1)O)O	C5H10O5	AlkEthOH_r726
695	DPUOLHAYFTYOPS-SFYZADRCSA-N	C[C@@H]1CCOCC[C@]1(C)O	C8H16O2	AlkEthOH_r1026
696	OKVWYBALHQFVFP-UHFFFAOYSA-N	CCC(C)(C)C(C)C	C8H18	AlkEthOH_c918
697	HIPLXTICEUKKIT-NTSWFWBYSA-N	C[C@H]1CCO[C@@H]1C	C6H12O	AlkEthOH_r1002
698	RWYJKVSOEPUSAM-BQBZGAKWSA-N	C[C@H]1CCOC[C@H](C1)O	C7H14O2	AlkEthOH_r1007
699	ISTDNYUXTBHKQD-UHFFFAOYSA-N	CCOC(C)(C)CC(C)(C)O	C9H20O2	AlkEthOH_c1184
700	YPGZPXRJCANRNX-RXMQYKEDSA-N	C[C@@H]1CC(O1)(C)C	C6H12O	AlkEthOH_r808
701	YJSATNYLCMGICF-SFYZADRCSA-N	C[C@@H]1CCCOC[C@@](O1)(C)O	C8H16O3	AlkEthOH_r975
702	CYEOETBKNQBRTO-MRVPVSSYSA-N	CC1(CCCCO[C@H](C1)O)C	C9H18O2	AlkEthOH_r418
703	UOWNBKPPYATYOV-WHFBIAKZSA-N	C[C@H]1CO[C@](O1)(C)O	C5H10O3	AlkEthOH_r1053
704	RNKURRDNOYXATR-PHDIDXHHSA-N	C[C@H]([C@@H](C(C)C)O)O	C6H14O2	AlkEthOH_c263
705	KHXDHQFMPOSYTN-KNVOCYPGSA-N	C1COCC[C@@H](C[C@@H]1O)O	C7H14O3	AlkEthOH_r145
706	CPUDZSSBCBIMIJ-LLVKDONJSA-N	C[C@]1(CCCCOCC(C1)(C)C)O	C11H22O2	AlkEthOH_r229
707	QGKZRJZPZNYXLE-JGVFFNPUSA-N	C[C@H]1CCOCO[C@@](C1)(C)O	C8H16O3	AlkEthOH_r1036
708	TWPBQAPGYLYCGP-UWVGGRQHSA-N	C[C@H]1CCCCCC[C@]1(C)O	C10H20O	AlkEthOH_r899
709	XPUHQLFLUQJINS-PHDIDXHHSA-N	C[C@H]([C@@](C)(CCO)O)O	C6H14O3	AlkEthOH_c78
710	BTVWZWFKMIUSGS-UHFFFAOYSA-N	CC(C)(CO)O	C4H10O2	AlkEthOH_c230
711	PBYBDEFLCATYMH-WDSKDSINSA-N	C[C@H]1C[C@H](OCCO1)O	C6H12O3	AlkEthOH_r827
712	KTJQZUDFOFTKTO-BQBZGAKWSA-N	C[C@@H](O)O[C@@H](CC(C)C)O	C7H16O3	AlkEthOH_c448
713	MFKRHJVUCZRDTF-UHFFFAOYSA-N	CC(C)(CCO)OC	C6H14O2	AlkEthOH_c219
714	XKGRXXLMOQMHEQ-VIFPVBQESA-N	C[C@H]1CC(COCCCO1)(C)C	C10H20O2	AlkEthOH_r802
715	NQFXARFEVQYRDW-LURJTMIESA-N	C1C[C@@H](COCOC1)O	C6H12O3	AlkEthOH_r22
716	WMNHMEYSOMTHJT-UHFFFAOYSA-N	CC1(C(OCCCCO1)(C)C)C	C10H20O2	AlkEthOH_r208
717	JINMXKXUXFMJEH-MRVPVSSYSA-N	CC1(CCCC[C@H](C1)O)C	C9H18O	AlkEthOH_r330
718	FRNYLDAEDPNWHU-ZCFIWIBFSA-N	C[C@H](CC(C)(C)O)OCO	C7H16O3	AlkEthOH_c627
719	FIIXQAYHYVBDKL-NKWVEPMBSA-N	C[C@H]1CCC[C@](O1)(C)O	C7H14O2	AlkEthOH_r855
720	RMGHERXMTMUMMV-UHFFFAOYSA-N	CC(C)OC	C4H10O	AlkEthOH_c489
721	JUQXHRNZEMUHEI-LURJTMIESA-N	C[C@@]1(CCCOC1)O	C6H12O2	AlkEthOH_r475
722	GGCQMILWWFCPKR-ZETCQYMHSA-N	C[C@](CCO)(C(C)(C)O)O	C7H16O3	AlkEthOH_c130
723	QMEHJTXRYVSFES-UHFFFAOYSA-N	CCC(C)(C)CC(C)(C)O	C9H20O	AlkEthOH_c923
724	CSAMWMSEXVWEJF-YUMQZZPRSA-N	C[C@H]1CCOCC[C@@H](O1)C	C8H16O2	AlkEthOH_r1023
725	MVBAZADCCWLTFW-SCSAIBSYSA-N	C[C@H](CO)OCO	C4H10O3	AlkEthOH_c779
726	YCHLWCOFAKGMAV-NKWVEPMBSA-N	C[C@]1(CCCCO[C@@H]1O)O	C7H14O3	AlkEthOH_r431
727	HRXNWQMMTLLJJQ-UHFFFAOYSA-N	CC(C)CC(C)(C)CCO	C9H20O	AlkEthOH_c378
728	MIQXUMAZTAWOEL-UHFFFAOYSA-N	CC1(CCCCOCC1(C)C)C	C11H22O	AlkEthOH_r442
729	NOGZTFFVQXLLBI-RITPCOANSA-N	CCC[C@@H](O)O[C@H](C)O	C6H14O3	AlkEthOH_c1115
730	NCVMFJPGSXYORH-BQBZGAKWSA-N	C[C@H]1C[C@H](CCOC1)O	C7H14O2	AlkEthOH_r795
731	UCEWMUYRJKISCJ-SECBINFHSA-N	CC(C)[C@](C)(O)OC(C)(C)C	C9H20O2	AlkEthOH_c305
732	NWAHWEGUOQKSDE-SSDOTTSWSA-N	C[C@H](O)OC(C)(C)OC(C)(C)C	C9H20O3	AlkEthOH_c838
733	YZIBYAZUNIBDQR-UHFFFAOYSA-N	CC1(OCCCCCO1)O	C7H14O3	AlkEthOH_r699
734	KJJFSVLLZCTJOH-NKWVEPMBSA-N	C[C@H]1[C@@H](CCCCO1)O	C7H14O2	AlkEthOH_r744
735	YFXJZAVCGRVCDJ-QMMMGPOBSA-N	C[C@@]1(OCOCCC(O1)(C)C)O	C8H16O4	AlkEthOH_r578
736	JAOPNHYJQGAQTB-SSDOTTSWSA-N	CC(C)[C@@](C)(CCO)O	C7H16O2	AlkEthOH_c300
737	NNVOTCHSIVZBEK-PHDIDXHHSA-N	C[C@H](O)O[C@@H](C)OC(C)(C)O	C7H16O4	AlkEthOH_c862
738	NZODOSMFOYBFRJ-LURJTMIESA-N	C[C@](CCO)(COC)O	C6H14O3	AlkEthOH_c725
739	RPMMPAJLUKLKAC-RQJHMYQMSA-N	C[C@]1(COCCO[C@]1(C)O)O	C7H14O4	AlkEthOH_r660
740	OQGPEISBYGTPPZ-RQJHMYQMSA-N	C[C@@H]1CCOCO[C@]1(C)O	C7H14O3	AlkEthOH_r1045
741	IMNFDUFMRHMDMM-UHFFFAOYSA-N	CCCCCCC	C7H16	AlkEthOH_c1133
742	NQFSIVBJCGWWKM-NSHDSACASA-N	C[C@@]1(CC(CCCCOC1)(C)C)O	C11H22O2	AlkEthOH_r433
743	WJSATVJYSKVUGV-PHDIDXHHSA-N	C[C@H](C[C@@H](CCO)O)O	C6H14O3	AlkEthOH_c684
744	YLTUUDRVCZCXJD-AOOOYVTPSA-N	C[C@]1(CCCCC[C@](C1)(C)O)O	C10H20O2	AlkEthOH_r346
745	OALVZSGJYZIEOO-BDAKNGLRSA-N	C[C@]1(CCCCOC[C@]1(C)O)O	C9H18O3	AlkEthOH_r444
746	MIAXJJCAIQVKPX-RFZPGFLSSA-N	C1C[C@H]([C@@H](OC1)O)O	C5H10O3	AlkEthOH_r12
747	ILRPDUAULRTNPN-WDSKDSINSA-N	C[C@]1(C[C@H](CCO1)O)O	C6H12O3	AlkEthOH_r240
748	SUWCTPUGXMINJK-SNVBAGLBSA-N	C[C@]1(CCCCC(C1)(C)C)O	C10H20O	AlkEthOH_r328
749	OMXLSJPESIOAGG-PHDIDXHHSA-N	C[C@H](C[C@](C)(CO)O)O	C6H14O3	AlkEthOH_c641
750	YYUGBYFBCFRGNZ-IUCAKERBSA-N	C[C@H](C[C@H](C)O)CC(C)C	C9H20O	AlkEthOH_c419
751	JGJDFSSOMSPAAM-UHFFFAOYSA-N	CCCOCC(C)(C)O	C7H16O2	AlkEthOH_c1153
752	DUCNCUZZIMJICB-ZETCQYMHSA-N	CC(C)C[C@@](C)(O)OC	C7H16O2	AlkEthOH_c400
753	ZNPQDAPRCXWWCR-UHFFFAOYSA-N	CCCOCC(C)(C)C	C8H18O	AlkEthOH_c1152
754	MZKOBRCFHYHIHI-UHFFFAOYSA-N	C1CCOCC(COC1)O	C7H14O3	AlkEthOH_r90
755	VOVKZFSESWFQKS-LURJTMIESA-N	CC(C)[C@@](C)(O)OCO	C6H14O3	AlkEthOH_c311
756	GPTJTTCOVDDHER-UHFFFAOYSA-N	C1CCCCCCCC1	C9H18	AlkEthOH_r63
757	PHKFZUJPOIINQK-UHFFFAOYSA-N	CC1(CCCCOC(O1)(C)C)C	C10H20O2	AlkEthOH_r420
758	XUMZUTRYSKYWIB-SSDOTTSWSA-N	C[C@@H]1COCOCCCO1	C7H14O3	AlkEthOH_r1107
759	QBBOVXBCENKLFN-DTORHVGOSA-N	C[C@]1(CCCCC[C@]1(C)O)O	C9H18O2	AlkEthOH_r356
760	PNJNLCNHYSWUPT-RITPCOANSA-N	C[C@H](C[C@H](C)O)CO	C6H14O2	AlkEthOH_c668
761	IBZYSHWQMWGSIM-UHFFFAOYSA-N	CC1(CC(OCCOC1)(C)C)C	C10H20O2	AlkEthOH_r281
762	LFJZPIWGQAAYNF-UHFFFAOYSA-N	CC1(COCCCOC1)C	C8H16O2	AlkEthOH_r645
763	FJHFGUHLFLIOFI-ZCFIWIBFSA-N	CC(C)O[C@](C)(O)OC	C6H14O3	AlkEthOH_c532
764	YLRLHPFJEFRJLG-PHDIDXHHSA-N	CCO[C@](C)([C@@H](C)O)O	C6H14O3	AlkEthOH_c1174
765	XRWFSXRGKLMIQX-ZCFIWIBFSA-N	CCC[C@](C)(O)OCO	C6H14O3	AlkEthOH_c1069
766	RQUBQBFVDOLUKC-UHFFFAOYSA-N	CCOCC(C)C	C6H14O	AlkEthOH_c1270
767	JTHLCXSKZWLAJM-UHFFFAOYSA-N	CC1(CCCCOCC(C1)(C)C)C	C12H24O	AlkEthOH_r432
768	FWDSFJJVDRVTJZ-JGVFFNPUSA-N	CCC[C@](C)(C[C@H](C)O)O	C8H18O2	AlkEthOH_c1053
769	KZBJYBITUWPSOV-PHDIDXHHSA-N	C[C@H](C[C@](C)(O)OC)O	C6H14O3	AlkEthOH_c655
770	FIDGQQIVMWAIAD-UHFFFAOYSA-N	CC1(CC(OC1)(C)C)C	C8H16O	AlkEthOH_r261
771	PFEOZHBOMNWTJB-UHFFFAOYSA-N	CCC(C)CC	C6H14	AlkEthOH_c968
772	PHHHMBARBHBLBD-UHFFFAOYSA-N	CC(C)COC(C)(C)O	C7H16O2	AlkEthOH_c474
773	DDRXTONTKHHZNX-YFKPBYRVSA-N	CC1(CCO[C@@H]1O)C	C6H12O2	AlkEthOH_r526
774	BQDXYXCZYLNUEX-RQJHMYQMSA-N	C[C@@H]1OCCCC[C@H](O1)O	C7H14O3	AlkEthOH_r1123
775	QZIUEBKKTCMCKN-BQBZGAKWSA-N	C[C@@H](C[C@H](C)OC(C)(C)O)O	C8H18O3	AlkEthOH_c672
776	SJXOEXNZSNOLLX-LURJTMIESA-N	C[C@@H](CCO)OC(C)(C)O	C7H16O3	AlkEthOH_c747
777	ARXJGSRGQADJSQ-SCSAIBSYSA-N	C[C@H](COC)O	C4H10O2	AlkEthOH_c788
778	APFRUMUZEFOCFO-RXMQYKEDSA-N	CCC[C@H](O)OC	C5H12O2	AlkEthOH_c1110
779	DCROARXTEKJYGP-VDTYLAMSSA-N	C[C@H](O)O[C@@](C)(C(C)(C)O)O	C7H16O4	AlkEthOH_c821
780	GGDXUCCYUGCDAK-SVRRBLITSA-N	C[C@H]([C@](C)(CC(C)(C)O)O)O	C8H18O3	AlkEthOH_c75
781	HTAYFPGFTZDBCU-CRCLSJGQSA-N	C[C@]1(OCC[C@H](O1)O)O	C5H10O4	AlkEthOH_r686
782	DHKHKXVYLBGOIT-UHFFFAOYSA-N	CCOC(C)OCC	C6H14O2	AlkEthOH_c1245
783	PJCFOSBWMFNMHT-RNFRBKRXSA-N	CCC[C@](C)([C@@H](C)O)O	C7H16O2	AlkEthOH_c1019
784	LCAJODLVGIQJEI-DTWKUNHWSA-N	C[C@H]1CCCCO[C@@](C1)(C)O	C9H18O2	AlkEthOH_r926
785	WNRPHESDCAYBMM-UHFFFAOYSA-N	CC1(CCCOCC1)C	C8H16O	AlkEthOH_r491
786	ICRDMZNNGNTEGQ-ZCFIWIBFSA-N	C[C@H](CCO)COC	C6H14O2	AlkEthOH_c743
787	DSSLRYNOYUCPJW-YFKPBYRVSA-N	C[C@]1(CCOCO1)O	C5H10O3	AlkEthOH_r571
788	HAPKLEYWXSKIGB-RNFRBKRXSA-N	C[C@]1(COCCC[C@H]1O)O	C7H14O3	AlkEthOH_r620
789	ZABMZJGGOTVPTB-VHSXEESVSA-N	C[C@@]1(CCCCCO[C@@](C1)(C)O)O	C10H20O3	AlkEthOH_r392
790	WLMRRPLDHWMFDB-WDSKDSINSA-N	C[C@]1(CCC[C@H](O1)O)O	C6H12O3	AlkEthOH_r319
791	YHDMMHCRXVSQAM-RFZPGFLSSA-N	C1COCO[C@H]([C@@H]1O)O	C5H10O4	AlkEthOH_r156
792	FQNYRSRCONKFCN-ZETCQYMHSA-N	C[C@@H](CCO)C(C)(C)C	C8H18O	AlkEthOH_c731
793	YQIMUUDGXNNZGG-ZETCQYMHSA-N	C1CCO[C@@H](CCOC1)O	C7H14O3	AlkEthOH_r79
794	DSIACHAYVNGJGP-ZCFIWIBFSA-N	CC1([C@@H](CCOCO1)O)C	C7H14O3	AlkEthOH_r197
795	QMVUTSPYXKPOIT-HTQZYQBOSA-N	C[C@@H]1COCCCO[C@@H]1C	C8H16O2	AlkEthOH_r1091
796	FHADSMKORVFYOS-UHFFFAOYSA-N	C1CCCC(CCC1)O	C8H16O	AlkEthOH_r55
797	FVSGQDYLPCUSNF-OLQVQODUSA-N	C[C@H](C(C)(C)[C@H](C)O)O	C7H16O2	AlkEthOH_c52
798	VGLILZZOPUASAX-LURJTMIESA-N	C[C@@H](O)OC(C)(C)COC	C7H16O3	AlkEthOH_c835
799	NIOYEYDJTAEDFH-UHFFFAOYSA-N	CC(C)(COCCO)O	C6H14O3	AlkEthOH_c238
800	PNOLBEOVIRQTHV-SSDOTTSWSA-N	C1C[C@@H](OCCCOC1)O	C7H14O3	AlkEthOH_r29
801	UDQPMMLBKMIYHV-RXMQYKEDSA-N	CC(C)([C@@H](CCO)O)O	C6H14O3	AlkEthOH_c135
802	DRRVXWRAPRXPEF-BQBZGAKWSA-N	C[C@H]1[C@@](COCCO1)(C)O	C7H14O3	AlkEthOH_r761
803	YZEALQLDNRBXOK-RXMQYKEDSA-N	C[C@H](CO)OC(C)(C)O	C6H14O3	AlkEthOH_c775
804	OQGDYHLGWMRXBL-WDSKDSINSA-N	C[C@@H]([C@H](C)O)C(C)(C)O	C7H16O2	AlkEthOH_c94
805	HNCQJRPLRFXBPD-VIFPVBQESA-N	CC(C)O[C@@](C)(CC(C)(C)O)O	C9H20O3	AlkEthOH_c524
806	WOSZILCYMCIWFB-UHFFFAOYSA-N	CCOC(C)(C)CO	C6H14O2	AlkEthOH_c1190
807	TZCLLCDGBAYOHY-WDSKDSINSA-N	C[C@@]1(OCOCC[C@H](O1)O)O	C6H12O5	AlkEthOH_r738
808	DHSUDBDALOKCCA-UHFFFAOYSA-N	CC1(CCCOCCC1)C	C9H18O	AlkEthOH_r495
809	MOIOWCZVZKHQIC-RFZPGFLSSA-N	C[C@H](C[C@H](CO)O)O	C5H12O3	AlkEthOH_c686
810	GFAJOMHUNNCCJQ-UHFFFAOYSA-N	C1OCO1	C2H4O2	AlkEthOH_r182
811	ROSFUFIOLRQOON-CRCLSJGQSA-N	C[C@H]1CO[C@H](O1)C	C5H10O2	AlkEthOH_r1054
812	YSZKXLNZYJBXJN-CRCLSJGQSA-N	CCO[C@@H](O)O[C@@H](C)O	C5H12O4	AlkEthOH_c1262
813	YRRNKKJDLVNNKR-YFKPBYRVSA-N	C[C@@H](CCO)OCO	C5H12O3	AlkEthOH_c751
814	HZIVRQOIUMAXID-UHFFFAOYSA-N	C1CCCOCCC1	C7H14O	AlkEthOH_r69
815	FASPMEONNTYGJC-YUMQZZPRSA-N	C[C@]1(COCCCC[C@H](O1)O)O	C8H16O4	AlkEthOH_r623
816	VZJIVPFEKKNGKR-RNFRBKRXSA-N	C1COC[C@@H](C[C@@H](OC1)O)O	C7H14O4	AlkEthOH_r135
817	IXAXPQJWZLAQMO-UHFFFAOYSA-N	CC(C)COCC(C)(C)O	C8H18O2	AlkEthOH_c480
818	IWTBVKIGCDZRPL-ZCFIWIBFSA-N	CC[C@@H](C)CCO	C6H14O	AlkEthOH_c975
819	HJHFJCUIVDTESF-RFZPGFLSSA-N	C[C@H]([C@@H](C)OC)O	C5H12O2	AlkEthOH_c104
820	DQCNVHDYCALYIF-RQJHMYQMSA-N	C[C@H](CC(C)(C)[C@H](C)O)O	C8H18O2	AlkEthOH_c608
821	JNODDICFTDYODH-BYPYZUCNSA-N	C1C[C@H](OC1)O	C4H8O2	AlkEthOH_r27
822	NZIMDUMYNYVSPO-VIFPVBQESA-N	C[C@@H](CC(C)(C)CC(C)C)O	C10H22O	AlkEthOH_c376
823	WYLQOLGJMFRRLX-UHFFFAOYSA-N	CCCC(C)(C)OC	C7H16O	AlkEthOH_c1040
824	QQFYKPHOVAESOV-LURJTMIESA-N	C[C@H]1OCCOC(O1)(C)C	C7H14O3	AlkEthOH_r1143
825	ANLTWCYEGCDPKA-ZETCQYMHSA-N	C[C@](C(C)(C)C)(O)OCO	C7H16O3	AlkEthOH_c149
826	CMLQIIPKCYJHAK-ZCFIWIBFSA-N	CC1(OCOCC[C@@H](O1)O)C	C7H14O4	AlkEthOH_r737
827	UYKSWVGEUDVEHP-MRVPVSSYSA-N	C[C@H](CC(C)(C)C(C)C)O	C9H20O	AlkEthOH_c281
828	YXDMSFJDVHXFCV-UHFFFAOYSA-N	CC1(CCCC1(C)C)C	C9H18	AlkEthOH_r320
829	WXYSVSAPFLSHBQ-QMMMGPOBSA-N	CCO[C@@](C)(C(C)(C)C)O	C8H18O2	AlkEthOH_c1170
830	NEOTVPLENSFHOH-JGVFFNPUSA-N	C[C@H]1[C@](COCCCO1)(C)O	C8H16O3	AlkEthOH_r758
831	OVRKATYHWPCGPZ-UHFFFAOYSA-N	CC1CCOCC1	C6H12O	AlkEthOH_r1012
