	InChI_keys	SMILES_strings	Molecular_formulas	AlkEthOH_ID
1453	HCYRZGXCXBBAQG-BDAKNGLRSA-N	C[C@@H]1CCCCOC[C@@H]1C	C9H18O	AlkEthOH_r949
1454	BLBZQFADJIZBJR-ZETCQYMHSA-N	C[C@](O)(OCO)OC(C)(C)C	C7H16O4	AlkEthOH_c185
1455	CBNKFTNYBSUSDZ-VIFPVBQESA-N	C[C@@]1(CCOCC(C1)(C)C)O	C9H18O2	AlkEthOH_r241
1456	LMYJGUNNJIDROI-UHFFFAOYSA-N	C1COCCC1O	C5H10O2	AlkEthOH_r148
1457	WRCSDWSNXBDEQI-RKDXNWHRSA-N	C[C@@H]1CCOCC[C@H](C1)C	C9H18O	AlkEthOH_r1019
1458	VKIQGPQSKOYKFZ-VIFPVBQESA-N	C[C@]1(CCCCC(O1)(C)C)O	C9H18O2	AlkEthOH_r333
1459	QZZJPGVPPZQRNX-MRVPVSSYSA-N	C[C@]1(COCCOC1(C)C)O	C8H16O3	AlkEthOH_r205
1460	OJGUADSLWNGMCA-AOOOYVTPSA-N	C[C@@H]1CCCCCC[C@@H]1C	C10H20	AlkEthOH_r900
1461	SFSJPPZDSHNNIQ-UHFFFAOYSA-N	CC1(CCOCCOC1)C	C8H16O2	AlkEthOH_r566
1462	UQLSIVRMPSEKCG-RNFRBKRXSA-N	CCC[C@](C)(O)O[C@H](C)O	C7H16O3	AlkEthOH_c1066
1463	MIJMLXKKKLHFJA-ZCFIWIBFSA-N	CC1(COCCO[C@H](O1)O)C	C7H14O4	AlkEthOH_r656
1464	MWCBGWLCXSUTHK-RXMQYKEDSA-N	C[C@H](CCO)CO	C5H12O2	AlkEthOH_c742
1465	XFFKAYOHINCUNU-UHFFFAOYSA-N	CC1(CCCCCC1)O	C8H16O	AlkEthOH_r358
1466	MDJFQABIQXVYLS-SSDOTTSWSA-N	C[C@]1(CCC1(C)C)O	C7H14O	AlkEthOH_r304
1467	TZTVPRXOBDHAMM-NKWVEPMBSA-N	C[C@@H]([C@@H](CC(C)C)O)O	C7H16O2	AlkEthOH_c357
1468	YACYWUBXNSJQKD-RXMQYKEDSA-N	CC(C)O[C@H](O)OC	C5H12O3	AlkEthOH_c572
1469	ZBULKZIEWIKBMA-LURJTMIESA-N	CC(C)O[C@@](C)(O)OCO	C6H14O4	AlkEthOH_c539
1470	VNZDMEBTFUVGHD-SFYZADRCSA-N	C[C@H](C[C@H](C)O)CC(C)(C)O	C9H20O2	AlkEthOH_c664
1471	RGZRCYIZCWGNHT-BDAKNGLRSA-N	C[C@@]1(CCCCCC[C@H]1O)O	C9H18O2	AlkEthOH_r377
1472	TXGJTWACJNYNOJ-WDSKDSINSA-N	CC[C@@H](C[C@H](C)O)O	C6H14O2	AlkEthOH_c992
1473	JUKWFOVSARANHP-CRCLSJGQSA-N	C[C@@H]([C@@](C)(CO)O)O	C5H12O3	AlkEthOH_c79
1474	DJYSEQMMCZAKGT-UHFFFAOYSA-N	CCCC(C)(C)C(C)C	C9H20	AlkEthOH_c1025
1475	RVCRJJMUHOQSQQ-YFKPBYRVSA-N	CCO[C@@H](CCO)O	C5H12O3	AlkEthOH_c1253
1476	USDNRKMTEJAYNU-UHFFFAOYSA-N	CC1OCCCCCCO1	C8H16O2	AlkEthOH_r1127
1477	MTSRDXHZPUYHQL-NXEZZACHSA-N	C[C@@H]1CCCCCC[C@](O1)(C)O	C10H20O2	AlkEthOH_r894
1478	CNZWTOXVNYMBQW-WDSKDSINSA-N	C1COC[C@H](C[C@H]1O)O	C6H12O3	AlkEthOH_r136
1479	GCFKTDRTZYDRBI-SECBINFHSA-N	C[C@H](CC(C)C)C(C)(C)C	C10H22	AlkEthOH_c409
1480	QERNVCIEUSGQAA-UHFFFAOYSA-N	CC1(OCCCCCCO1)O	C8H16O3	AlkEthOH_r697
1481	TXYFSPFPPUXSTI-DTWKUNHWSA-N	C[C@H]1CCCOC[C@@H](C1)C	C9H18O	AlkEthOH_r972
1482	RGSFGYAAUTVSQA-UHFFFAOYSA-N	C1CCCC1	C5H10	AlkEthOH_r58
1483	SDDDSGCOOJQDLR-VIFPVBQESA-N	C[C@H]1CCOCCC(C1)(C)C	C10H20O	AlkEthOH_r1017
1484	VTBOTOBFGSVRMA-UHFFFAOYSA-N	CC1(CCCCC1)O	C7H14O	AlkEthOH_r341
1485	BQLZNUMAQHULJO-UHFFFAOYSA-N	C1CCCOCOCC1	C7H14O2	AlkEthOH_r70
1486	WINCSBAYCULVDU-ZETCQYMHSA-N	C[C@H]1CCCC1(C)C	C8H16	AlkEthOH_r859
1487	VLJXXKKOSFGPHI-ZETCQYMHSA-N	CCC[C@@H](C)CC	C7H16	AlkEthOH_c1077
1488	ZHDOFGHVOHPUIL-RFZPGFLSSA-N	C[C@@H]1CC[C@@H](O1)O	C5H10O2	AlkEthOH_r844
1489	ITWQNGHDIWVACW-NTSWFWBYSA-N	C1CCO[C@H]([C@H](C1)O)O	C6H12O3	AlkEthOH_r74
1490	OOJRTGIXWIUBGG-UHFFFAOYSA-N	CC(CO)(CO)O	C4H10O3	AlkEthOH_c758
1491	GJJGFSNPAMVTNM-ZCFIWIBFSA-N	C[C@@H]1CCCOCO1	C6H12O2	AlkEthOH_r986
1492	XWWGMDHWYBAWOD-RXMQYKEDSA-N	C[C@H](COC(C)(C)O)O	C6H14O3	AlkEthOH_c781
1493	MXUXZWFVAPTPAG-UHFFFAOYSA-N	CC(C)(COC)O	C5H12O2	AlkEthOH_c236
1494	VXQNOFUUYFPASX-SSDOTTSWSA-N	CCO[C@H](C)C(C)(C)C	C8H18O	AlkEthOH_c1222
1495	BYBYZPFVXFPCND-SSDOTTSWSA-N	CC1(CCCC[C@H]1O)C	C8H16O	AlkEthOH_r342
1496	DTDJWKYFCSWJJI-RXMQYKEDSA-N	CCO[C@H](COC)O	C5H12O3	AlkEthOH_c1255
1497	SPCCNHUUVIRBGX-QMMMGPOBSA-N	C[C@@H](O)OC(C)(C)CC(C)C	C9H20O2	AlkEthOH_c387
1498	YGXPZGPIRRGRDK-VIFPVBQESA-N	CC1(CCCCCC[C@@H]1O)C	C10H20O	AlkEthOH_r376
1499	BTWXUILAVMJQFV-RNFRBKRXSA-N	C[C@@H]1COCCO[C@@]1(C)O	C7H14O3	AlkEthOH_r1101
1500	XJFQEFQWWRDTDQ-UHNVWZDZSA-N	C[C@H]([C@H](COC)O)O	C5H12O3	AlkEthOH_c114
1501	BTSXBVLKRVEHPT-QMMMGPOBSA-N	C[C@H]1CC(CCCO1)(C)C	C9H18O	AlkEthOH_r784
1502	CNOYTRHOBKLMLG-BQBZGAKWSA-N	C[C@]1([C@H](OCCCCO1)O)O	C7H14O4	AlkEthOH_r212
1503	RPYMBJGJQTXCCX-UHFFFAOYSA-N	CCOC(C)(C)CCO	C7H16O2	AlkEthOH_c1189
1504	PNCCXTCWYPQYEO-QMMMGPOBSA-N	C[C@@H](C(C)(C)CC(C)C)O	C9H20O	AlkEthOH_c370
1505	XINGIDYFKIJZIA-NTSWFWBYSA-N	C[C@H]1COCCO[C@H](O1)O	C6H12O4	AlkEthOH_r1098
1506	QHHNDAQKYIWODJ-IUCAKERBSA-N	C[C@H]1C[C@@H](OCCCCO1)C	C9H18O2	AlkEthOH_r818
1507	YXTLPXOGGBLGEP-SECBINFHSA-N	CCC[C@](C)(CC(C)(C)O)O	C9H20O2	AlkEthOH_c1050
1508	ZVZGBURHYNIKDZ-MRVPVSSYSA-N	CC(C)C[C@H](O)OC(C)(C)C	C9H20O2	AlkEthOH_c444
1509	FIDAXTIFJMTTQP-UHFFFAOYSA-N	CC1(COCCOC1(C)C)C	C9H18O2	AlkEthOH_r658
1510	MGFQUYGIHQXMSC-ZCFIWIBFSA-N	CC[C@](C)(O)OCC	C6H14O2	AlkEthOH_c959
1511	HJKDLZUQADOVRS-YUMQZZPRSA-N	C[C@H]1COCCCC[C@@H]1O	C8H16O2	AlkEthOH_r1078
1512	RZYMXMZJVMXDRP-BYPYZUCNSA-N	C[C@@H](O)OCCO	C4H10O3	AlkEthOH_c891
1513	QPAFWZAWTONDFB-RKDXNWHRSA-N	C[C@@H]1COCCCC[C@@]1(C)O	C9H18O2	AlkEthOH_r1077
1514	QKKPHALNQJBSIM-SFYZADRCSA-N	C[C@@H]1C[C@H](CCCOC1)O	C8H16O2	AlkEthOH_r789
1515	NLDHIJFGAIWQQV-VIFPVBQESA-N	C[C@@]1(CCCCCCOC1)O	C9H18O2	AlkEthOH_r385
1516	FUDJAPXARNRVED-MRVPVSSYSA-N	C[C@@]1(C(CCOCO1)(C)C)O	C8H16O3	AlkEthOH_r583
1517	HTERHMCYFIQZIM-VIFPVBQESA-N	C[C@H]1CCCCOCC1(C)C	C10H20O	AlkEthOH_r947
1518	GHPQQGALRVAESR-RNFRBKRXSA-N	C[C@H]([C@](C)(O)OC(C)C)O	C7H16O3	AlkEthOH_c498
1519	LLIFEWZQIYEVKX-RNFRBKRXSA-N	C[C@@H]1CC[C@@](C1)(C)O	C7H14O	AlkEthOH_r838
1520	GRRMJFIPFXPFGJ-DTWKUNHWSA-N	C[C@H]1C[C@](CCCCO1)(C)O	C9H18O2	AlkEthOH_r779
1521	NVJUHMXYKCUMQA-UHFFFAOYSA-N	CCCOCC	C5H12O	AlkEthOH_c1151
1522	IOZCHEHNDXMCRV-JGVFFNPUSA-N	C[C@H]1C[C@](CCCO1)(C)O	C8H16O2	AlkEthOH_r785
1523	PWLPTLCMMFJZIU-YFKPBYRVSA-N	C[C@@H](O)OC(C)C	C5H12O2	AlkEthOH_c554
1524	UDJJNPWCPIUHDG-ZCFIWIBFSA-N	C1COCC[C@@H](OC1)O	C6H12O3	AlkEthOH_r146
1525	ISCRABVFCALGBT-SFYZADRCSA-N	C[C@@H]1OCCCC[C@@](O1)(C)O	C8H16O3	AlkEthOH_r1122
1526	IUAMXMITEDFONJ-VIFPVBQESA-N	C[C@]1(C(COCCCO1)(C)C)O	C9H18O3	AlkEthOH_r643
1527	AZUXKVXMJOIAOF-PHDIDXHHSA-N	C[C@H](COC[C@@H](C)O)O	C6H14O3	AlkEthOH_c794
1528	QSPFOARDUILIDQ-UHFFFAOYSA-N	CC1(COCCOCO1)C	C7H14O3	AlkEthOH_r665
1529	RMLNMDXBEUSXNW-RNFRBKRXSA-N	C[C@@H]1CCOCO[C@H](C1)O	C7H14O3	AlkEthOH_r1038
1530	CGLZNMGQRCIPKU-RFZPGFLSSA-N	C[C@@]1(C[C@H](CO1)O)O	C5H10O3	AlkEthOH_r249
1531	AMOCOBXCNIBDMC-LURJTMIESA-N	CC(C)C[C@@H](CO)O	C6H14O2	AlkEthOH_c440
1532	HPASSKGLVSHFNJ-RQJHMYQMSA-N	C[C@@H]1COCCO[C@@H](O1)C	C7H14O3	AlkEthOH_r1097
1533	IICHVFLQUNQPON-RNFRBKRXSA-N	C[C@]1(CCC[C@@]1(C)O)O	C7H14O2	AlkEthOH_r322
1534	XTJLEMSSUQPVRF-RKDXNWHRSA-N	C[C@]1(CCCC[C@@](C1)(C)O)O	C9H18O2	AlkEthOH_r329
1535	ZOOUTBPZTKDQCB-QMMMGPOBSA-N	CC1(COCCCC[C@@H]1O)C	C9H18O2	AlkEthOH_r625
1536	LSSUPYXBPXVWBO-PHDIDXHHSA-N	C[C@H](C[C@H](COC)O)O	C6H14O3	AlkEthOH_c687
1537	IMZIGUVLMFRAEM-ZETCQYMHSA-N	CC1([C@H](OCCCCO1)O)C	C8H16O3	AlkEthOH_r211
1538	KPSSIOMAKSHJJG-UHFFFAOYSA-N	CC(C)(C)CO	C5H12O	AlkEthOH_c171
1539	MPEYEQCMWJLKJQ-RXMQYKEDSA-N	CC1(C[C@H](CO1)O)C	C6H12O2	AlkEthOH_r248
1540	AZOWDHFIHOEAHZ-UHFFFAOYSA-N	CC1(COCCCO1)C	C7H14O2	AlkEthOH_r635
1541	QOHXMJKCBVDLJM-UHFFFAOYSA-N	CC(C)OC(C)(C)CCO	C8H18O2	AlkEthOH_c511
1542	JSGVZVOGOQILFM-YFKPBYRVSA-N	C[C@@H](CCO)OC	C5H12O2	AlkEthOH_c745
1543	OYSDXWBZQKAZCT-SNVBAGLBSA-N	C[C@@]1(CC(CCCCO1)(C)C)O	C10H20O2	AlkEthOH_r416
1544	IJYUMVJWSICQNW-RQJHMYQMSA-N	C[C@]1(CCO[C@](C1)(C)O)O	C7H14O3	AlkEthOH_r513
1545	XUTKAFXMYIPXKH-SCDXWVJYSA-N	C[C@H](O)OC(O)O[C@@H](C)O	C5H12O5	AlkEthOH_c879
1546	RUYZGSMFTCYCCL-NSHDSACASA-N	C[C@]1(CC(CCCCCO1)(C)C)O	C11H22O2	AlkEthOH_r391
1547	JPUDLQKLSRSRGN-LURJTMIESA-N	C[C@@H](C(C)C)OC	C6H14O	AlkEthOH_c328
1548	DTVGRZYXSSGNOL-VIFPVBQESA-N	C[C@]1(C(OCCCCO1)(C)C)O	C9H18O3	AlkEthOH_r209
1549	ONSWVOSXVUHESJ-UHFFFAOYSA-N	C(COCO)O	C3H8O3	AlkEthOH_c29
1550	HIJFALHRPQSUAN-UHFFFAOYSA-N	CC(O)(OCO)OCO	C4H10O5	AlkEthOH_c813
1551	MRIMNMJVHMUDSC-NSHDSACASA-N	C[C@@]1(CCCCCCC1(C)C)O	C11H22O	AlkEthOH_r372
1552	GPBBNPPLBQIADY-UHFFFAOYSA-N	CC1(CCOCC1)C	C7H14O	AlkEthOH_r541
1553	QOYHFDCPXVNSLA-RFZPGFLSSA-N	C[C@@H]1CCO[C@H](O1)O	C5H10O3	AlkEthOH_r998
1554	MPIMGESJCMISNR-OCAPTIKFSA-N	C1CCC[C@H](O[C@H](CC1)O)O	C8H16O3	AlkEthOH_r56
1555	GLDPKSLJSVUURD-UHFFFAOYSA-N	CC1(CCOCOC1)C	C7H14O2	AlkEthOH_r585
1556	YCHLTMNNLIXDQD-SCSAIBSYSA-N	C[C@H](O)OC(C)(C)O	C5H12O3	AlkEthOH_c836
1557	PXGUIGCFYFRRBQ-YUMQZZPRSA-N	C[C@H]1C[C@H](OCCCOC1)O	C8H16O3	AlkEthOH_r823
1558	FOVLHFSUVQWMCM-RFZPGFLSSA-N	C[C@H](C(C)([C@@H](C)O)O)O	C6H14O3	AlkEthOH_c47
1559	GMGFDSWDSLCNDF-UHFFFAOYSA-N	CC1(CCCOCCO1)C	C8H16O2	AlkEthOH_r499
1560	GIWJLGYZXWVBDL-ZCFIWIBFSA-N	C[C@H](CO)OC(C)(C)C	C7H16O2	AlkEthOH_c774
1561	HGRVTNYKVLTPAB-UHFFFAOYSA-N	CC1(COCCO1)C	C6H12O2	AlkEthOH_r651
1562	JINWMPBLUUKRSV-ZCFIWIBFSA-N	C[C@@H]1CCOC(O1)(C)C	C7H14O2	AlkEthOH_r995
1563	UAYHWFYHPSJSRF-MRVPVSSYSA-N	CC(C)O[C@](C)(C(C)(C)O)O	C8H18O3	AlkEthOH_c496
1564	YTTFFPATQICAQN-SCSAIBSYSA-N	C[C@H](CO)OC	C4H10O2	AlkEthOH_c773
1565	LJBIZNFTGXZXFV-BDAKNGLRSA-N	C[C@@H]1CCCCC[C@@](O1)(C)O	C9H18O2	AlkEthOH_r881
1566	OUCBAGLVQMZDBA-MRVPVSSYSA-N	C[C@@]1(CCOCCCCO1)O	C8H16O3	AlkEthOH_r561
1567	XPDZRSRMCDHGNX-WHFBIAKZSA-N	C1CO[C@@H](C[C@H]1O)O	C5H10O3	AlkEthOH_r121
1568	ZDVJGWXFXGJSIU-SSDOTTSWSA-N	C[C@H](CCC(C)C)O	C7H16O	AlkEthOH_c455
1569	BOZXICCRSDSMGH-SSDOTTSWSA-N	C[C@@H]1CCCOC(O1)(C)C	C8H16O2	AlkEthOH_r961
1570	OMVSWVHDBPIMKY-WHFBIAKZSA-N	C[C@@]1(C[C@H](OC1)O)O	C5H10O3	AlkEthOH_r265
1571	WOSZSIFCZVTZKX-ZJUUUORDSA-N	C[C@]1(CCCCOC[C@@](C1)(C)O)O	C10H20O3	AlkEthOH_r434
1572	OAAIRCFLGCRGLV-OLQVQODUSA-N	C[C@]1(OCCO[C@](O1)(C)O)O	C6H12O5	AlkEthOH_r724
1573	PLSMHHUFDLYURK-UHFFFAOYSA-N	CC(C)C(C)(C(C)C)O	C8H18O	AlkEthOH_c268
1574	UZYWQGBKYRMGDM-QMMMGPOBSA-N	CCO[C@@](C)(CC(C)C)O	C8H18O2	AlkEthOH_c1205
1575	CELWCAITJAEQNL-YFKPBYRVSA-N	C1CCO[C@@H](C1)O	C5H10O2	AlkEthOH_r76
1576	BESMTWQHLQMUGK-ZJUUUORDSA-N	C[C@@H]1C[C@@](CCCCCO1)(C)O	C10H20O2	AlkEthOH_r776
1577	BFYPEKWJSMZJLU-PHDIDXHHSA-N	C[C@H]([C@@H](CC(C)(C)O)O)O	C7H16O3	AlkEthOH_c107
1578	BJLFFXMKIYJUJO-ZETCQYMHSA-N	C[C@](CCO)(O)OC(C)(C)O	C7H16O4	AlkEthOH_c244
1579	RZSYJLYDRVMKQB-UHFFFAOYSA-N	CC1(OCCCOCO1)C	C7H14O3	AlkEthOH_r716
1580	QNVRIHYSUZMSGM-LURJTMIESA-N	CCCC[C@H](C)O	C6H14O	AlkEthOH_c1124
1581	BBGVGAZKXXXDAB-IUCAKERBSA-N	C[C@H]1C[C@@](OCCCCO1)(C)O	C9H18O3	AlkEthOH_r817
1582	AOUJQFQKDSFMDV-RQJHMYQMSA-N	C[C@@H]1COCCO[C@H]1C	C7H14O2	AlkEthOH_r1102
1583	WVYWICLMDOOCFB-ZCFIWIBFSA-N	C[C@H](CC(C)C)O	C6H14O	AlkEthOH_c424
1584	KOVAQMSVARJMPH-UHFFFAOYSA-N	COCCCCO	C5H12O2	AlkEthOH_c1294
1585	OVOVDHYEOQJKMD-SSDOTTSWSA-N	C[C@H](CC(C)C)CO	C7H16O	AlkEthOH_c422
1586	AKABANAMZRMCCQ-UHFFFAOYSA-N	C1COCCCOC1	C6H12O2	AlkEthOH_r149
1587	FNEXUXFRMCELAJ-JTQLQIEISA-N	C[C@H]1CC(CCCCCO1)(C)C	C11H22O	AlkEthOH_r775
1588	MTHIGBKLEHTWDL-RNFRBKRXSA-N	C[C@@]1(C[C@H](COCCO1)O)O	C7H14O4	AlkEthOH_r255
1589	LXLARERTGPQIAW-YFKPBYRVSA-N	CC1([C@H](OCCO1)O)C	C6H12O3	AlkEthOH_r216
1590	QMIQHBSXRREKKT-SFYZADRCSA-N	C[C@@H]1CCOCC[C@@](O1)(C)O	C8H16O3	AlkEthOH_r1022
1591	JJAIIULJXXEFLV-IMJSIDKUSA-N	C[C@@H](C([C@H](C)O)O)O	C5H12O3	AlkEthOH_c42
1592	OXMIDRBAFOEOQT-WDSKDSINSA-N	C[C@H]1CC[C@@H](O1)C	C6H12O	AlkEthOH_r843
1593	ROUFDLIVQHKGKS-RQJHMYQMSA-N	C[C@H](CC(C)(C)O)O[C@@H](C)O	C8H18O3	AlkEthOH_c626
1594	OQKKTWAQQDNVBU-JGVFFNPUSA-N	C[C@@]1(C[C@](OCCOC1)(C)O)O	C8H16O4	AlkEthOH_r283
1595	XHCDLTIWJSWMHC-RXMQYKEDSA-N	CC1(CC[C@H]1O)C	C6H12O	AlkEthOH_r308
1596	RUUIYXITKWRYFY-NKWVEPMBSA-N	C[C@H]1COCC[C@@]1(C)O	C7H14O2	AlkEthOH_r1065
1597	GPDFVOVLOXMSBT-UHFFFAOYSA-N	CCCCOC(C)C	C7H16O	AlkEthOH_c1139
1598	ULAGGPJVDRGWTI-UHFFFAOYSA-N	C1COCOCO1	C4H8O3	AlkEthOH_r166
1599	DQYJPGHZNPDARD-RXMQYKEDSA-N	CC(C)[C@H](O)OCO	C5H12O3	AlkEthOH_c352
1600	VEDWRWMCHZKPDB-NKWVEPMBSA-N	C[C@@H](O)O[C@](C)(C(C)C)O	C7H16O3	AlkEthOH_c309
1601	SNKTZHPOKPYBPT-MRVPVSSYSA-N	CC(C)C[C@H](C(C)C)O	C8H18O	AlkEthOH_c356
1602	BKFHESPMMUHCNE-UHFFFAOYSA-N	C1CCOCCOCC1	C7H14O2	AlkEthOH_r98
1603	BQJAZIRXPZTOTG-MRVPVSSYSA-N	CC1(C[C@@H](OCCCOC1)O)C	C9H18O3	AlkEthOH_r274
1604	LJXKGCLNVNUCMN-LURJTMIESA-N	CCO[C@@H](C)C(C)(C)O	C7H16O2	AlkEthOH_c1223
1605	VWSYGSMTJXPBML-RXMQYKEDSA-N	C[C@H](O)OC(C)(C)OC	C6H14O3	AlkEthOH_c837
1606	LLNRBLJIMSOIOU-UHFFFAOYSA-N	CCCC(C)(C)OC(C)C	C9H20O	AlkEthOH_c1044
1607	XENSIMBOCDVRHT-RQJHMYQMSA-N	C[C@@]1(OCCCOC[C@@H](O1)O)O	C7H14O5	AlkEthOH_r715
1608	OBKBMQPASKBJJP-PHDIDXHHSA-N	C1CC[C@@H](O[C@H](C1)O)O	C6H12O3	AlkEthOH_r46
1609	VFLQXCIILVYNTR-RITPCOANSA-N	C[C@H](COC)O[C@@H](C)O	C6H14O3	AlkEthOH_c789
1610	GOBRXUCEPXLTCY-BQBZGAKWSA-N	C[C@H]1CCO[C@](C1)(C)O	C7H14O2	AlkEthOH_r992
1611	KOGYSDXOVTXTGP-NSHDSACASA-N	CC(C)C[C@@](C)(CC(C)(C)C)O	C11H24O	AlkEthOH_c390
1612	VGNHTNKCHOWNKD-JGVFFNPUSA-N	C[C@H]1CCOCO[C@@H](C1)C	C8H16O2	AlkEthOH_r1037
1613	ZHADARJROWUWCU-NKWVEPMBSA-N	C[C@@H]([C@@H](CC(C)(C)C)O)O	C8H18O2	AlkEthOH_c106
1614	MPOBLDOHOWLLHG-MRVPVSSYSA-N	C[C@H](CC(C)(C)C(C)(C)C)O	C10H22O	AlkEthOH_c605
1615	MBFBOHKXNYPYQZ-NXEZZACHSA-N	C[C@@H]1CCCCOC[C@](C1)(C)O	C10H20O2	AlkEthOH_r939
1616	BDJAEZRIGNCQBZ-UHFFFAOYSA-N	CC1CCC1	C5H10	AlkEthOH_r845
1617	DMEGYFMYUHOHGS-UHFFFAOYSA-N	C1CCCCCC1	C7H14	AlkEthOH_r61
1618	OAPWFUZUONIVKV-SCSAIBSYSA-N	C[C@H](COCO)O	C4H10O3	AlkEthOH_c799
1619	ILOPICLTPBQIRA-SNVBAGLBSA-N	C[C@]1(CC(OCCCOC1)(C)C)O	C10H20O3	AlkEthOH_r250
1620	CHBAWFGIXDBEBT-UHFFFAOYSA-N	CCCC(C)CCC	C8H18	AlkEthOH_c1084
1621	DJIWIIXBDIJLAU-SSDOTTSWSA-N	CC(C)C[C@H](C(C)(C)O)O	C8H18O2	AlkEthOH_c354
1622	KRCIWOYEIPCSKR-ZETCQYMHSA-N	C[C@](CC(C)(C)O)(CO)O	C7H16O3	AlkEthOH_c196
1623	PEHXWNAAKYTFOL-SSDOTTSWSA-N	C[C@]1(CCOC1(C)C)O	C7H14O2	AlkEthOH_r193
1624	YAXKTBLXMTYWDQ-DMTCNVIQSA-N	C[C@H]([C@H](CO)O)O	C4H10O3	AlkEthOH_c113
1625	LMMTVYUCEFJZLC-UHFFFAOYSA-N	C(CO)C(CCO)O	C5H12O3	AlkEthOH_c17
1626	JOZYOTOLIDDOCY-DMTCNVIQSA-N	C[C@H](O)O[C@@H](O)OCO	C4H10O5	AlkEthOH_c881
1627	CMNQEWOOTCAPBT-UHFFFAOYSA-N	C1COCOCOC1	C5H10O3	AlkEthOH_r167
1628	WYURNTSHIVDZCO-UHFFFAOYSA-N	C1CCOC1	C4H8O	AlkEthOH_r86
1629	KENALLNDKJSOQC-UHFFFAOYSA-N	C1CCOC(OCC1)O	C6H12O3	AlkEthOH_r84
1630	PLLFVCVABAMPHC-NTSWFWBYSA-N	C[C@]1(CCOCO[C@@H]1O)O	C6H12O4	AlkEthOH_r588
1631	HQPISLWNWPUUNN-PHDIDXHHSA-N	C[C@@H]1CCOC[C@H]1O	C6H12O2	AlkEthOH_r1016
1632	WRCGXSODCWWXOF-SSDOTTSWSA-N	C[C@@H]1CCOCCOC1	C7H14O2	AlkEthOH_r1032
1633	DIXYPHSNUQQCAO-UHFFFAOYSA-N	CC1(OCCCO1)O	C5H10O3	AlkEthOH_r712
1634	YUNRBTYCBQYFLB-YUMQZZPRSA-N	C1CC[C@@H](C[C@H](OCC1)O)O	C8H16O3	AlkEthOH_r41
1635	JJZLXHBEAJWVRP-VIFPVBQESA-N	C[C@H]1CCCCCOC1(C)C	C10H20O	AlkEthOH_r917
1636	QBCWFJLMSMULOG-NKWVEPMBSA-N	C[C@@H](C[C@@H](C)O)C(C)(C)O	C8H18O2	AlkEthOH_c659
1637	HYTNTPJIKBGNIT-UHFFFAOYSA-N	CC(C)CC(C)(C)OC(C)(C)O	C10H22O2	AlkEthOH_c384
1638	XERGTCWVYOKNAV-ZCFIWIBFSA-N	CCC[C@](C)(CO)O	C6H14O2	AlkEthOH_c1058
1639	RMQHJMMCLSJULX-UHFFFAOYSA-N	CCCC(C)(C)C(C)(C)C	C10H22	AlkEthOH_c1022
1640	JLQZBFCQUPAOJC-IMJSIDKUSA-N	C1[C@@H](CO[C@@H]1O)O	C4H8O3	AlkEthOH_r4
1641	QYHXZKZBDVKXNP-NKWVEPMBSA-N	C[C@]1(CCCOC[C@@H]1O)O	C7H14O3	AlkEthOH_r494
1642	LUNIFRJQDXXCQK-ZCFIWIBFSA-N	CC(C)[C@](C)(O)OC	C6H14O2	AlkEthOH_c304
1643	KACQCVIOAHCAKM-ZCFIWIBFSA-N	C[C@@H]1C(CCO1)(C)C	C7H14O	AlkEthOH_r748
1644	SYLLNWKNSBVKON-SSDOTTSWSA-N	C[C@@H]1COCCOC(O1)(C)C	C8H16O3	AlkEthOH_r1095
1645	CNOREWPIWZJDQN-NKWVEPMBSA-N	C[C@H]1CCCO[C@@H]1C	C7H14O	AlkEthOH_r968
1646	AEXMKKGTQYQZCS-UHFFFAOYSA-N	CCC(C)(C)CC	C7H16	AlkEthOH_c921
1647	YRSWRMLCSAFQSX-UHFFFAOYSA-N	CC(C)CC(C)(C)OC	C8H18O	AlkEthOH_c382
1648	LBTOSGHVABTIRX-QWWZWVQMSA-N	C1CO[C@H]([C@@H]1O)O	C4H8O3	AlkEthOH_r118
1649	NEAJTJMJLMOGLI-SSDOTTSWSA-N	C[C@@]1(CCC(O1)(C)C)O	C7H14O2	AlkEthOH_r299
1650	LMKXKEHPXLVGCS-HTQZYQBOSA-N	C[C@@H]1CCCCOC[C@@H](O1)O	C8H16O3	AlkEthOH_r945
1651	ISXUREZQTMYNKG-UHFFFAOYSA-N	CC1(CCCCCOC1(C)C)C	C11H22O	AlkEthOH_r400
1652	PDRZGTXBFQSVNN-LURJTMIESA-N	C[C@@H](OCO)OC(C)(C)C	C7H16O3	AlkEthOH_c896
1653	LHNVRFBBXDCNAR-SECBINFHSA-N	C[C@@H]1CCCCCCOC1	C9H18O	AlkEthOH_r905
1654	LKXGAIPPBQYEJB-UHFFFAOYSA-N	CC1(COC(O1)(C)C)C	C7H14O2	AlkEthOH_r597
1655	FUXQWGSGIDJHRH-MRVPVSSYSA-N	CCO[C@H](C)CC(C)C	C8H18O	AlkEthOH_c1231
1656	VKWIKEWAIQUSPY-UHFFFAOYSA-N	CCOC(C)(C)C(C)C	C8H18O	AlkEthOH_c1180
1657	MLHAEYVBEOROLH-SSDOTTSWSA-N	C[C@@H]1C(CCCO1)(C)C	C8H16O	AlkEthOH_r745
1658	MBOLISKVDDWHEU-JGVFFNPUSA-N	C[C@@]1(C[C@H](CCCCO1)O)O	C8H16O3	AlkEthOH_r228
